거래번호,거래일자,계정과목,거래처,금액,적요,담당자,승인자,이상여부,이상유형
TXN0000006990,2025-08-02,임차료,주식회사 마음중앙전자,2925858,창고 임차료,김성진,장은서,0,
TXN0000002273,2025-06-11,임차료,유한회사 하나,2987103,사무실 임차료,김영식,강경수,0,
TXN0000004429,2025-10-04,매출,주식회사 월드,4993584,수수료 수입,김서영,박미정,0,
TXN0000003602,2025-04-14,현금,유한회사 코리아센터,1469032,현금 입금,이성훈,김경희,0,
TXN0000005654,2025-04-18,급여,유한회사 발해,4734390,퇴직금 지급,양경희,한지우,0,
TXN0000004183,2025-08-09,급여,(유) 유니온,4505162,상여금 지급,최상훈,김도윤,0,
TXN0000005227,2025-08-13,여비교통비,주식회사 국민,45087,교통비,최영길,황현숙,0,
TXN0000008073,2025-12-16,급여,(주) 넥스트엔지니어링,2758172,급여 지급,한영환,이은지,0,
TXN0000000635,2025-12-09,매출,(주) 브레인한가람개발공사,4790608,수수료 수입,남성호,이지후,0,
TXN0000005464,2025-12-09,매출,(주) 한빛개발공사,9265707,수수료 수입,최지연,이준혁,0,
TXN0000008772,2025-11-23,현금,주식회사 제나나루솔루션,3603377,현금 입금,백성민,고순자,0,
TXN0000003450,2025-10-07,접대비,유한회사 이노,398118,선물비,류예지,김서영,0,
TXN0000007698,2025-08-21,급여,주식회사 글로벌센터,4717103,퇴직금 지급,최상호,박은주,0,
TXN0000006363,2025-05-27,현금,(유) 하나겨레개발공사,68912,소액 경비,김보람,이지후,0,
TXN0000008846,2025-04-04,매출,주식회사 한강,5916576,용역 제공,김미영,박서현,0,
TXN0000002908,2025-09-20,급여,(유) 겨레연구소,2818262,상여금 지급,이승민,김현주,0,
TXN0000008425,2025-12-29,접대비,유한회사 우리신문,298323,회식비,이도윤,양혜진,0,
ANO0000000312,2025-05-04,매입,(유) 스타인포은행,10000000,물품 구매,김은서,이상호,1,라운드 금액
TXN0000002332,2025-10-20,매출,(주) 에코기술,2551409,수수료 수입,서정순,심시우,0,
TXN0000003773,2025-01-08,매출,유한회사 아름,8260531,수수료 수입,박영일,김유진,0,
TXN0000003003,2025-06-01,급여,(주) 브레인푸른은행,4191695,상여금 지급,이준혁,최유진,0,
TXN0000008886,2025-05-22,매출,(주) 첨단랩스,3541676,제품 판매,한정수,황동현,0,
TXN0000003374,2025-06-09,급여,유한회사 마루,3325708,퇴직금 지급,조예지,김정식,0,
TXN0000003181,2025-03-07,현금,주식회사 우리개발공사,2649058,현금 출금,이미영,김지훈,0,
TXN0000002755,2025-08-06,현금,(유) 코리아,613860,현금 출금,김현정,진수민,0,
TXN0000007477,2025-03-19,급여,주식회사 가야,3834256,급여 지급,홍정자,김민수,0,
TXN0000005332,2025-12-14,매입,주식회사 글로벌글로벌보안,1024063,상품 매입,백영길,한성현,0,
TXN0000008500,2025-11-12,매입,유한회사 조선한강개발,4178351,원재료 구매,이순자,이우진,0,
TXN0000004373,2025-01-22,급여,유한회사 한강,3014991,퇴직금 지급,이경숙,류영일,0,
TXN0000007528,2025-07-25,급여,유한회사 라온백제보안,2287910,퇴직금 지급,이은서,손숙자,0,
TXN0000002654,2025-11-08,매입,유한회사 원더하나제조,4001837,소모품 구매,김정식,김상철,0,
TXN0000008343,2025-02-26,매입,유한회사 비전,141993,상품 매입,한영순,김정희,0,
TXN0000000175,2025-05-19,접대비,(주) 중앙소프트,334799,거래처 접대,고지우,이서현,0,
TXN0000005615,2025-07-27,접대비,주식회사 푸른플랫폼,390169,선물비,김경자,이중수,0,
ANO0000000698,2025-04-22,접대비,특정거래처,93182,소액 접대,김철수,김은영,1,빈번한 소액거래
ANO0000000976,2025-12-25,여비교통비,주식회사 겨레유통,5755467,출장비,이지은,이현우,1,비정상적 금액
TXN0000000386,2025-03-07,임차료,(주) 모두네트워크,2085415,창고 임차료,김준영,김정수,0,
TXN0000000730,2025-09-19,급여,유한회사 가람,4406818,퇴직금 지급,이주원,김병철,0,
TXN0000007478,2025-03-11,급여,(주) 다올,4151986,퇴직금 지급,한동현,손예준,0,
TXN0000001702,2025-11-04,급여,(유) 겨레,4225994,급여 지급,김명숙,장종수,0,
TXN0000005656,2025-11-29,현금,주식회사 미래,4139263,소액 경비,이아름,김성진,0,
TXN0000006924,2025-04-27,여비교통비,유한회사 코리아,180420,출장비,김순자,권준호,0,
TXN0000000358,2025-06-26,여비교통비,유한회사 마음,95955,출장비,고미정,송민지,0,
TXN0000002984,2025-11-04,현금,(유) 국민글로벌전자,1049077,현금 입금,장정웅,이은영,0,
TXN0000001518,2025-09-08,임차료,(유) 이노,1150773,사무실 임차료,박정수,박민준,0,
TXN0000006976,2025-12-04,매입,유한회사 코리아한가람랩스,4192006,소모품 구매,허진호,허은지,0,
TXN0000004339,2025-12-22,매입,유한회사 고구려고구려센터,4812043,원재료 구매,이채원,김순옥,0,
ANO0000000543,2025-02-24,접대비,동일거래처,450000,거래처 접대,최하윤,이예은,1,중복거래
TXN0000004776,2025-05-25,접대비,주식회사 가람유니온코스메틱,237848,거래처 접대,이정호,김옥순,0,
TXN0000005150,2025-03-23,급여,주식회사 브레인에코전자,2156781,상여금 지급,박민준,김서준,0,
TXN0000006971,2025-05-27,매출,(유) 종합,7856906,수수료 수입,박영환,김지영,0,
TXN0000000148,2025-09-22,임차료,(주) 푸른,1029203,사무실 임차료,오정훈,안종수,0,
TXN0000000331,2025-09-28,급여,주식회사 넥스트은행,4283324,급여 지급,최영수,김영진,0,
TXN0000004133,2025-12-14,현금,유한회사 마루,3899942,현금 입금,김지아,이준혁,0,
TXN0000002642,2025-12-01,현금,주식회사 네오코스메틱,2648843,소액 경비,서중수,이현준,0,
TXN0000003717,2025-01-03,여비교통비,(유) 윈드연구소,179496,숙박비,이서윤,장도현,0,
TXN0000008743,2025-06-18,임차료,유한회사 시너지,1801290,창고 임차료,최종수,이아름,0,
TXN0000005466,2025-06-09,임차료,(유) 조선,2292916,사무실 임차료,김정희,이은영,0,
TXN0000004726,2025-06-28,접대비,주식회사 고려,402050,거래처 접대,박현준,김현준,0,
TXN0000004356,2025-07-10,임차료,주식회사 가온항공,2324662,창고 임차료,우상철,박민서,0,
TXN0000006041,2025-02-23,접대비,(주) 발해,133427,선물비,고하윤,이영미,0,
TXN0000004439,2025-05-26,여비교통비,(유) 이노은행,110839,출장비,배경수,이은지,0,
TXN0000002812,2025-05-30,여비교통비,주식회사 중앙,100688,교통비,최보람,김예진,0,
TXN0000001771,2025-03-09,매입,(유) 글로벌제조,1549603,원재료 구매,이준혁,이우진,0,
TXN0000000157,2025-12-24,급여,(유) 넥스트,4803140,상여금 지급,이수빈,이은영,0,
ANO0000000748,2025-01-29,접대비,동일거래처,450000,거래처 접대,박보람,김은경,1,중복거래
TXN0000002655,2025-04-16,임차료,주식회사 한빛에이아이,2628210,사무실 임차료,김상철,조준혁,0,
TXN0000003889,2025-12-20,접대비,주식회사 마루,107001,거래처 접대,문정희,장승민,0,
TXN0000000346,2025-02-01,임차료,주식회사 가야코리아랩스,2758708,사무실 임차료,주서현,김예준,0,
ANO0000000841,2025-08-18,여비교통비,주식회사 다올가야센터,6307874,출장비,최영철,김지혜,1,비정상적 금액
TXN0000001524,2025-12-26,임차료,주식회사 국민종합뷰티,1684670,창고 임차료,홍병철,오상호,0,
TXN0000008322,2025-10-11,임차료,유한회사 국민,539119,창고 임차료,황성민,박보람,0,
TXN0000003753,2025-04-30,접대비,(유) 겨레그룹,161190,회식비,류순자,김현주,0,
TXN0000004422,2025-04-20,임차료,주식회사 인포이노솔루션,2373444,창고 임차료,백준혁,이종수,0,
TXN0000002495,2025-10-07,임차료,(유) 네오,2429690,사무실 임차료,문지훈,박지아,0,
TXN0000000304,2025-05-28,접대비,(유) 제나,199392,선물비,류명자,이지민,0,
TXN0000008342,2025-09-16,매입,(유) 한가람씨앤씨제조,2419488,소모품 구매,김영순,장성진,0,
TXN0000007914,2025-04-15,접대비,주식회사 중앙코어테크,233268,선물비,박아름,배지후,0,
TXN0000003529,2025-02-12,여비교통비,(유) 발해가람시스템즈,127432,교통비,박영순,김미숙,0,
TXN0000003515,2025-06-22,매입,주식회사 에코,1485847,원재료 구매,박상현,김영미,0,
TXN0000007633,2025-01-03,접대비,유한회사 우리테크,294129,선물비,권지원,최영철,0,
TXN0000002572,2025-07-26,임차료,유한회사 국민바이오,573966,사무실 임차료,박예원,김옥자,0,
ANO0000000079,2025-10-06,접대비,특정거래처,97675,소액 접대,김철수,김수민,1,빈번한 소액거래
ANO0000000481,2025-11-02,접대비,동일거래처,450000,거래처 접대,진정자,남현지,1,중복거래
TXN0000004557,2025-07-21,현금,(유) 고구려반도체,2701202,소액 경비,김명자,박지영,0,
TXN0000003399,2025-10-19,여비교통비,(주) 마루,59938,숙박비,한영순,김진우,0,
TXN0000006423,2025-09-18,임차료,(주) 윈드라온금고,1651944,창고 임차료,김현준,신정훈,0,
TXN0000007424,2025-07-26,매입,유한회사 윈드,2113680,원재료 구매,이숙자,홍정웅,0,
TXN0000002901,2025-12-22,임차료,유한회사 코리아센터,2440811,창고 임차료,서경수,한영호,0,
TXN0000006251,2025-12-30,임차료,(유) 라온,1019658,사무실 임차료,이지후,남수빈,0,
TXN0000005897,2025-01-26,급여,유한회사 한빛겨레소프트,4755667,상여금 지급,김정훈,김진호,0,
ANO0000000541,2025-07-30,여비교통비,주식회사 다올모두그룹,7635748,출장비,한성훈,박영자,1,비정상적 금액
TXN0000005643,2025-05-09,여비교통비,(유) 아름다올항공,138590,숙박비,이수진,김승민,0,
TXN0000003538,2025-02-16,급여,(주) 종합에이아이,3722877,퇴직금 지급,황영호,이상철,0,
TXN0000005378,2025-01-28,여비교통비,(유) 넥스트코리아뷰티,32900,숙박비,한영철,이지연,0,
TXN0000008319,2025-10-27,임차료,주식회사 한강비전시스템즈,1801438,사무실 임차료,박영자,민성현,0,
TXN0000003659,2025-08-20,현금,유한회사 마루하나반도체,3993431,현금 입금,신서준,권정수,0,
TXN0000002967,2025-06-30,급여,(주) 보람,2810189,급여 지급,이윤서,장준호,0,
TXN0000006823,2025-11-23,임차료,주식회사 시너지브레인출판,1740420,사무실 임차료,장병철,박경숙,0,
TXN0000000244,2025-03-05,급여,유한회사 마루전자,4359784,급여 지급,박예준,윤영일,0,
TXN0000007475,2025-02-27,여비교통비,(주) 유니온센터,190948,교통비,김민석,이지민,0,
TXN0000004531,2025-07-29,접대비,주식회사 첨단,344805,거래처 접대,이경숙,오지아,0,
TXN0000000614,2025-05-18,급여,(주) 우리마음플랫폼,2491415,급여 지급,한성민,최승현,0,
TXN0000001872,2025-08-03,여비교통비,(주) 마음에코랩스,162296,교통비,심지후,하보람,0,
TXN0000008856,2025-12-20,급여,주식회사 가람정보통신,2649374,급여 지급,손성수,장지아,0,
TXN0000003702,2025-08-05,여비교통비,(주) 시너지개발공사,104747,숙박비,김현우,고예원,0,
TXN0000008359,2025-03-17,현금,(주) 씨앤씨겨레은행,3298047,현금 출금,김민석,김현우,0,
TXN0000001166,2025-04-15,접대비,(주) 모두,257559,거래처 접대,홍상철,이선영,0,
TXN0000001917,2025-04-04,현금,주식회사 가온솔루션,1105471,현금 입금,최지후,김정식,0,
TXN0000000739,2025-11-24,현금,(주) 중앙신문,2116867,현금 입금,윤재현,박순자,0,
TXN0000000699,2025-04-05,매출,(유) 첨단미래바이오,4351424,수수료 수입,서도현,서지민,0,
TXN0000002493,2025-07-01,접대비,주식회사 한가람,401038,거래처 접대,나지은,김승현,0,
TXN0000003039,2025-02-23,매출,주식회사 스타에코기술,5827263,제품 판매,박성현,박미영,0,
TXN0000008713,2025-08-10,접대비,주식회사 씨앤씨아름네트웍스,231294,회식비,김서영,박우진,0,
TXN0000006837,2025-03-17,현금,(주) 제나상사,1243958,현금 입금,김경수,안정호,0,
TXN0000000861,2025-04-18,임차료,주식회사 마음출판,1219359,사무실 임차료,배숙자,김영미,0,
TXN0000006911,2025-06-16,임차료,유한회사 고려유니온전자,740669,창고 임차료,홍상현,우윤서,0,
TXN0000002904,2025-10-29,매출,(유) 브레인인포자동차,2399630,용역 제공,이정호,윤정식,0,
TXN0000007631,2025-10-11,급여,(주) 한가람월드테크,2740119,퇴직금 지급,김현준,안선영,0,
TXN0000006401,2025-01-10,여비교통비,유한회사 한강에너지,104663,숙박비,김수빈,배은경,0,
TXN0000008432,2025-03-03,매출,유한회사 가야이노개발,5055690,수수료 수입,류성민,허은주,0,
TXN0000004725,2025-03-08,접대비,주식회사 가온기술,344558,선물비,이서영,김영순,0,
TXN0000006273,2025-04-01,접대비,유한회사 시너지에너지,158148,거래처 접대,이영수,권승민,0,
TXN0000002452,2025-08-19,여비교통비,(유) 중앙네트웍스,173685,숙박비,김영진,이정훈,0,
TXN0000002267,2025-07-06,현금,유한회사 마음,4985144,현금 입금,황재호,이영숙,0,
TXN0000005721,2025-02-07,급여,주식회사 브레인가람시스템즈,4467440,퇴직금 지급,김명숙,이영수,0,
TXN0000002734,2025-01-01,현금,(주) 원더,2852455,현금 출금,양예진,하아름,0,
TXN0000007181,2025-04-06,여비교통비,주식회사 중앙유통,147065,교통비,이성진,최정자,0,
TXN0000000858,2025-06-10,매입,(주) 비전,1367637,상품 매입,최성훈,최지연,0,
TXN0000007628,2025-11-25,매출,(유) 한가람에이아이,8003570,제품 판매,손민서,이미정,0,
TXN0000007969,2025-11-13,매입,유한회사 푸른하나뷰티,1841782,소모품 구매,이예은,박영자,0,
TXN0000003743,2025-10-18,매입,(유) 마루,4894018,상품 매입,김정남,양은경,0,
TXN0000006037,2025-04-30,현금,주식회사 국민겨레출판,4175308,소액 경비,이서현,최수민,0,
TXN0000003574,2025-09-04,임차료,주식회사 넥스트,971983,창고 임차료,김영식,김윤서,0,
TXN0000001903,2025-06-30,임차료,(유) 비전,2738823,사무실 임차료,김종수,박시우,0,
TXN0000008981,2025-12-26,임차료,주식회사 다올유통,2171580,사무실 임차료,윤미영,최성진,0,
TXN0000007098,2025-09-15,매출,주식회사 한가람코어뷰티,815056,제품 판매,김하윤,김시우,0,
TXN0000005982,2025-02-15,급여,주식회사 브레인고구려신문,4520205,급여 지급,김현숙,김진우,0,
TXN0000001464,2025-08-16,현금,(유) 가람,3641935,소액 경비,이성현,이경희,0,
TXN0000008526,2025-04-26,임차료,주식회사 중앙백제기획,2834094,창고 임차료,김은지,김은서,0,
TXN0000002064,2025-03-16,매입,유한회사 신라,2553752,소모품 구매,김유진,신명자,0,
TXN0000000127,2025-02-25,여비교통비,유한회사 코어,186307,숙박비,김지아,이영희,0,
TXN0000000332,2025-02-06,여비교통비,(주) 우리,16868,교통비,김동현,김민서,0,
TXN0000004851,2025-08-03,여비교통비,유한회사 고려,112924,숙박비,이지훈,이재호,0,
TXN0000003686,2025-03-07,급여,(유) 신라,2484255,상여금 지급,최경숙,심수빈,0,
TXN0000005541,2025-01-26,매출,(유) 고구려개발,3400232,제품 판매,권명숙,차시우,0,
TXN0000003366,2025-11-18,현금,(유) 코리아자동차,2937235,소액 경비,류경자,김하윤,0,
TXN0000003621,2025-06-14,접대비,유한회사 유니온브레인개발,213700,선물비,권미영,김지연,0,
TXN0000001656,2025-06-14,매입,주식회사 비전인포시스템,3027824,원재료 구매,유주원,양광수,0,
TXN0000006042,2025-12-10,여비교통비,유한회사 스타전자,68869,출장비,박옥순,이지아,0,
TXN0000003185,2025-09-08,급여,(주) 고려넥스트에이아이,2738089,급여 지급,손수진,강은지,0,
TXN0000005557,2025-05-30,매입,(주) 글로벌아름코스메틱,4065684,소모품 구매,이동현,박정남,0,
TXN0000008866,2025-12-16,급여,(주) 우리신라에너지,4002522,퇴직금 지급,구승민,강영순,0,
TXN0000007588,2025-08-05,접대비,(주) 다올,124012,선물비,김주원,김정웅,0,
TXN0000002805,2025-02-19,급여,(유) 원더개발공사,4698763,상여금 지급,고영미,문도윤,0,
TXN0000008655,2025-09-22,급여,(주) 넥스트가온테크,4466304,상여금 지급,김준호,최준영,0,
TXN0000007045,2025-02-06,매입,(유) 코어유통,507679,소모품 구매,신민석,김진호,0,
TXN0000000257,2025-06-02,매입,유한회사 마음,1378808,상품 매입,김동현,김현준,0,
TXN0000006528,2025-11-27,접대비,(주) 한강라온자동차,353777,선물비,윤옥자,장미정,0,
TXN0000001881,2025-03-28,현금,주식회사 비전네오신문,2889354,현금 입금,최아름,이예은,0,
TXN0000002891,2025-11-19,급여,유한회사 백제한빛연구소,4569171,상여금 지급,김현숙,이민준,0,
TXN0000000161,2025-01-11,여비교통비,(유) 라온,133948,출장비,홍명숙,남상철,0,
ANO0000000643,2025-02-07,접대비,특정거래처,92399,소액 접대,김철수,허영수,1,빈번한 소액거래
TXN0000006563,2025-02-03,접대비,유한회사 글로벌씨앤씨테크,423782,선물비,김성진,김미경,0,
ANO0000000974,2025-01-20,접대비,특정거래처,92974,소액 접대,김철수,진상훈,1,빈번한 소액거래
TXN0000008590,2025-06-11,급여,유한회사 한빛,2997954,급여 지급,이미정,김아름,0,
TXN0000007970,2025-02-23,매출,(주) 비전모두그룹,5628240,제품 판매,황재현,박정숙,0,
TXN0000003134,2025-02-12,급여,(주) 한강상사,2986912,퇴직금 지급,김준호,최정식,0,
TXN0000006311,2025-03-20,급여,(주) 씨앤씨원더시스템즈,2849539,퇴직금 지급,이정자,박중수,0,
TXN0000002162,2025-01-01,매입,(유) 첨단신문,2856861,소모품 구매,한경희,류정훈,0,
ANO0000000306,2025-10-04,매입,(주) 가람,5000000,물품 구매,김지아,이지원,1,라운드 금액
ANO0000000865,2025-10-15,매입,(유) 스타,1000000,물품 구매,양영식,박정훈,1,라운드 금액
TXN0000005053,2025-11-12,접대비,(유) 이노네오에이아이,182291,선물비,황성훈,최예원,0,
TXN0000004854,2025-12-08,접대비,(유) 신라넥스트에이아이,66178,거래처 접대,하은정,이혜진,0,
TXN0000004597,2025-08-26,현금,(유) 한가람은행,686996,현금 출금,성수진,박은영,0,
ANO0000000261,2025-12-06,현금,(주) 하나백제뷰티,291506,긴급 지출,진상훈,김우진,1,주말 거래
TXN0000000434,2025-02-12,매출,(유) 나루,7344287,용역 제공,박민수,최예원,0,
TXN0000007522,2025-10-05,매출,(유) 씨앤씨,6514150,수수료 수입,박병철,남은지,0,
TXN0000007885,2025-10-02,임차료,(주) 글로벌마음플랫폼,1265146,사무실 임차료,이준호,이춘자,0,
TXN0000008943,2025-10-07,임차료,유한회사 마음개발공사,2211515,창고 임차료,윤준혁,김정숙,0,
TXN0000007839,2025-04-04,매출,유한회사 한가람상사,7444148,수수료 수입,이숙자,이상훈,0,
TXN0000002114,2025-03-03,접대비,(유) 스타랩스,77277,거래처 접대,김혜진,김은주,0,
TXN0000003993,2025-04-30,매입,(유) 가야겨레보안,2197610,상품 매입,김승민,김성진,0,
TXN0000000514,2025-01-12,임차료,(유) 겨레,1316720,사무실 임차료,고정웅,김명자,0,
TXN0000008602,2025-03-30,현금,주식회사 아름전자,2139321,소액 경비,최성훈,박서현,0,
TXN0000004078,2025-09-04,접대비,(유) 고려이노제조,119761,회식비,김광수,김경자,0,
TXN0000007383,2025-05-04,급여,(유) 중앙,2667514,상여금 지급,전시우,김정호,0,
TXN0000003857,2025-04-20,현금,(주) 보람반도체,4301032,소액 경비,강민서,문종수,0,
ANO0000000019,2025-02-12,접대비,특정거래처,96983,소액 접대,김철수,김영수,1,빈번한 소액거래
TXN0000008219,2025-02-14,매출,(주) 인포상사,7697500,수수료 수입,박승현,박현준,0,
TXN0000002580,2025-11-15,현금,(유) 고려그룹,4649042,현금 출금,김현정,백수빈,0,
ANO0000000242,2025-08-04,매입,주식회사 한가람비전금고,5000000,물품 구매,장성훈,김상훈,1,라운드 금액
ANO0000000271,2025-02-28,매입,(주) 국민,10000000,물품 구매,김정순,문하윤,1,라운드 금액
TXN0000000746,2025-02-28,여비교통비,(유) 한빛금고,54921,숙박비,박선영,남경자,0,
TXN0000002890,2025-04-20,임차료,(유) 백제가온은행,880959,창고 임차료,최성현,진영순,0,
TXN0000006027,2025-06-20,접대비,유한회사 아름뷰티,393870,선물비,김승민,허정자,0,
TXN0000001700,2025-05-07,급여,주식회사 우리랩스,3515018,상여금 지급,노현우,김명자,0,
TXN0000001773,2025-02-24,매출,(주) 하나이노바이오,448567,용역 제공,오영희,김민석,0,
TXN0000005522,2025-06-08,임차료,(주) 원더인포보안,1741982,창고 임차료,김은지,안지은,0,
TXN0000003099,2025-04-04,여비교통비,(유) 푸른겨레은행,140413,숙박비,황예지,박지은,0,
TXN0000005984,2025-03-11,임차료,유한회사 국민가람연구소,2564642,사무실 임차료,이영순,김진우,0,
TXN0000005449,2025-11-04,접대비,유한회사 한강반도체,148854,선물비,오성훈,김경자,0,
TXN0000007658,2025-10-13,접대비,주식회사 넥스트푸른기획,367892,회식비,노정순,김정웅,0,
TXN0000005926,2025-11-21,접대비,(유) 발해,434854,거래처 접대,김미경,박동현,0,
TXN0000005766,2025-06-19,여비교통비,주식회사 첨단고구려자동차,188435,출장비,황은서,최유진,0,
TXN0000000568,2025-02-15,매출,주식회사 다올,3018341,수수료 수입,황영일,김미숙,0,
TXN0000008440,2025-10-22,매출,(주) 다올출판,1159577,제품 판매,김성훈,김윤서,0,
TXN0000001247,2025-05-18,매출,(유) 한빛시너지반도체,6474827,수수료 수입,장경숙,이병철,0,
TXN0000000480,2025-11-13,매출,(주) 코리아,1472319,용역 제공,안영수,김재호,0,
TXN0000001854,2025-11-24,여비교통비,유한회사 가야,98250,숙박비,심은경,서미정,0,
TXN0000002095,2025-08-14,현금,유한회사 이노에이아이,2896227,소액 경비,김은경,김영자,0,
TXN0000006632,2025-07-06,현금,(주) 한빛다올기획,3497966,현금 출금,이현준,박성민,0,
TXN0000005586,2025-09-29,매입,주식회사 모두정보통신,819392,소모품 구매,김정자,류숙자,0,
TXN0000005389,2025-09-28,접대비,(주) 가온에이아이,373636,회식비,허서현,김민서,0,
TXN0000000031,2025-02-17,매입,유한회사 에코랩스,4071265,소모품 구매,안성진,김미경,0,
TXN0000002374,2025-02-24,임차료,유한회사 조선,1476960,창고 임차료,김성현,최영진,0,
TXN0000002883,2025-05-03,급여,(주) 다올,3764234,퇴직금 지급,이경숙,홍춘자,0,
TXN0000002096,2025-11-16,현금,(주) 미래제조,3391386,현금 입금,서명자,이수빈,0,
TXN0000007845,2025-11-23,임차료,(주) 한빛라온개발공사,2352841,창고 임차료,박옥자,심현숙,0,
TXN0000004047,2025-06-05,매출,유한회사 인포글로벌은행,1042099,수수료 수입,박정웅,김예준,0,
TXN0000003906,2025-07-22,매출,(유) 글로벌아름에너지,4034839,수수료 수입,이현준,박상훈,0,
TXN0000006121,2025-12-28,현금,주식회사 브레인,1339167,소액 경비,고지영,김민서,0,
TXN0000000033,2025-07-30,매출,(주) 우리상사,8190277,용역 제공,임정남,이서영,0,
TXN0000007875,2025-09-10,급여,유한회사 마음코리아그룹,4217750,급여 지급,김영호,박순자,0,
TXN0000000498,2025-03-28,급여,주식회사 나루랩스,3254483,상여금 지급,박성현,이성진,0,
TXN0000008665,2025-11-30,임차료,유한회사 코리아,914241,창고 임차료,강상호,김시우,0,
TXN0000008218,2025-01-17,현금,(주) 마루원더반도체,929944,현금 입금,남수진,황종수,0,
TXN0000003766,2025-12-17,임차료,(유) 원더넥스트출판,556912,사무실 임차료,김우진,이채원,0,
TXN0000008601,2025-02-25,여비교통비,유한회사 다올발해전자,85109,숙박비,이현정,이민재,0,
ANO0000000573,2025-08-01,접대비,동일거래처,450000,거래처 접대,허보람,이현지,1,중복거래
ANO0000000783,2025-12-29,접대비,특정거래처,91768,소액 접대,김철수,이미경,1,빈번한 소액거래
TXN0000002481,2025-11-19,매출,유한회사 백제미래테크,3116998,제품 판매,주미숙,강민수,0,
TXN0000006163,2025-11-22,매출,주식회사 유니온,4633339,수수료 수입,백현숙,김하윤,0,
TXN0000001971,2025-05-21,매출,(주) 인포마루센터,2780262,수수료 수입,최하윤,이도현,0,
TXN0000000340,2025-09-17,매입,유한회사 넥스트월드뷰티,4174448,원재료 구매,김준서,권영자,0,
TXN0000002169,2025-06-12,매출,(주) 백제푸른네트웍스,3321990,제품 판매,이윤서,박재현,0,
TXN0000006384,2025-11-20,급여,주식회사 조선연구소,2196074,퇴직금 지급,고성진,윤수민,0,
TXN0000003335,2025-03-16,현금,유한회사 고려이노제조,2836702,현금 출금,류서준,신우진,0,
TXN0000003269,2025-04-28,현금,주식회사 아름,121349,현금 출금,엄건우,오재호,0,
TXN0000005367,2025-03-24,매출,(유) 가온기획,3997030,제품 판매,배광수,이상현,0,
TXN0000002557,2025-05-14,매입,(유) 한빛한가람은행,1045790,소모품 구매,구현정,박순옥,0,
ANO0000000977,2025-09-28,현금,(유) 마음,181696,긴급 지출,한경희,이지현,1,주말 거래
TXN0000001775,2025-04-06,매입,유한회사 백제인포에너지,2839643,상품 매입,이성진,곽지원,0,
TXN0000008214,2025-11-04,현금,(주) 국민에이아이,897019,현금 입금,이지원,김성현,0,
TXN0000005597,2025-01-08,접대비,유한회사 유니온,139223,거래처 접대,이병철,이성민,0,
TXN0000006275,2025-10-06,접대비,(유) 월드개발공사,433628,선물비,한건우,성서준,0,
TXN0000002492,2025-11-25,매입,유한회사 네오고구려개발공사,4064161,상품 매입,김준혁,이정웅,0,
TXN0000004077,2025-06-16,여비교통비,주식회사 신라바이오,197955,숙박비,이지아,고은서,0,
TXN0000004311,2025-05-17,현금,주식회사 신라마음출판,2930408,현금 입금,진재호,한경수,0,
TXN0000006247,2025-02-17,임차료,유한회사 에코,725963,창고 임차료,최도현,김광수,0,
TXN0000004713,2025-02-27,현금,유한회사 아름신문,1557883,현금 출금,박준혁,김지현,0,
TXN0000005373,2025-10-14,급여,(유) 종합,4214659,퇴직금 지급,김서연,이예준,0,
TXN0000002249,2025-11-18,현금,(주) 고려연구소,765585,현금 출금,김경숙,김명자,0,
TXN0000004249,2025-02-19,매출,(주) 국민한빛네트웍스,8965503,제품 판매,김현정,권미숙,0,
TXN0000005994,2025-09-07,급여,주식회사 종합은행,3108252,급여 지급,이정웅,김정식,0,
TXN0000005229,2025-03-07,현금,주식회사 인포,2037353,현금 출금,이병철,강예원,0,
ANO0000000815,2025-09-15,여비교통비,주식회사 겨레,7319720,출장비,이상철,이지은,1,비정상적 금액
TXN0000004378,2025-08-13,여비교통비,유한회사 브레인비전개발,98105,교통비,구민수,서정호,0,
TXN0000007981,2025-09-04,접대비,주식회사 백제고구려테크,475751,거래처 접대,이민준,이아름,0,
TXN0000002712,2025-09-04,매출,(유) 보람센터,9491640,제품 판매,박수민,이진우,0,
TXN0000007755,2025-09-17,매출,(유) 넥스트,1639847,용역 제공,지수빈,권수민,0,
TXN0000006816,2025-02-28,급여,(유) 겨레원더기획,2591856,퇴직금 지급,이수진,김민석,0,
TXN0000008773,2025-03-24,급여,주식회사 마루고려자동차,3056169,상여금 지급,류준호,김정훈,0,
TXN0000006418,2025-10-08,매입,(주) 원더네트워크,3791617,상품 매입,김준서,이정숙,0,
TXN0000005578,2025-05-21,접대비,유한회사 첨단,358141,거래처 접대,안민서,박민재,0,
TXN0000006512,2025-09-30,현금,유한회사 윈드하나개발공사,2808891,소액 경비,오상훈,송재현,0,
TXN0000002730,2025-09-24,급여,(유) 중앙에코제조,2565335,퇴직금 지급,이정수,김현우,0,
TXN0000006217,2025-09-27,매출,주식회사 원더은행,4545795,용역 제공,김미경,김수민,0,
ANO0000000523,2025-05-18,현금,(주) 조선한빛금고,148762,긴급 지출,박영미,하종수,1,주말 거래
TXN0000000490,2025-07-03,매출,유한회사 한강,556515,제품 판매,이진호,이현숙,0,
TXN0000001412,2025-07-09,매입,(유) 넥스트은행,152767,상품 매입,김지현,박미경,0,
TXN0000007088,2025-02-19,접대비,(유) 스타,336456,회식비,박시우,최지후,0,
